22866546,1,39,7,0,141,0,0,6,0,1,11,0,0,0,2,0,1,255,0,0,0,15,0
42440233,48,45,32,4,39,4,12,2,0,3,9,4,2,0,1,3,5,236,0,0,10,6,0
28446706,34,47,33,5,37,3,17,1,0,0,2,0,1,1,1,1,4,255,0,0,10,7,0
74653596,34,66,38,8,30,1,1,7,0,0,16,0,2,1,1,1,9,250,4,0,8,6,0
29231851,158,12,2,0,0,2,80,0,0,0,0,0,2,1,0,0,0,255,0,0,28,0,0
40897649,8,58,33,0,40,0,0,1,0,0,8,0,0,0,0,0,0,255,0,0,0,4,0
43387535,10,21,23,0,57,0,0,3,0,1,16,0,0,0,0,0,3,255,0,0,17,6,0
41330561,21,30,31,4,6,0,0,1,0,0,0,0,0,1,0,2,0,113,1,0,5,1,0
31317869,6,90,42,0,4,0,0,0,0,0,0,2,0,0,0,0,0,123,0,0,0,2,0
31501328,8,69,22,2,45,0,1,1,0,1,4,0,0,0,0,2,2,216,0,0,7,8,0
18796946,13,44,29,7,48,4,2,5,0,1,9,0,1,2,0,1,2,255,0,0,2,10,0
68629392,35,50,63,0,23,2,1,6,0,0,23,0,1,3,0,4,1,255,2,0,4,4,0
76597724,34,243,15,1,2,8,5,1,0,0,0,0,0,2,1,2,1,255,0,0,8,3,0
1980,49,44,6,1,5,9,1,1,0,0,0,0,0,0,0,0,25,255,0,0,29,25,0
50382470,0,18,11,0,96,0,0,8,0,1,3,0,0,0,0,0,0,255,0,0,0,9,0
46730819,167,17,3,0,0,0,53,0,0,0,0,0,0,3,0,0,2,255,0,0,56,0,0
37658509,142,13,1,0,0,0,55,0,0,0,1,0,0,2,0,1,0,255,0,0,21,0,0
32796946,33,53,13,7,31,1,4,7,0,8,16,0,0,0,2,1,10,255,0,0,22,6,0
53794945,28,29,30,0,29,2,2,4,0,1,15,1,0,1,0,0,13,187,0,0,11,9,0
25008403,0,1,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
32714461,15,69,26,0,18,0,0,1,0,0,6,0,0,0,1,0,1,183,4,0,4,7,0
44655165,6,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,4,1,0
24507496,0,0,1,1,7,0,0,2,0,3,0,0,0,0,0,0,0,86,0,0,0,3,0
27429141,9,16,8,0,5,0,0,0,0,0,0,0,3,1,0,0,11,78,0,0,3,8,0
26163284,14,89,24,1,53,0,0,5,0,10,6,0,1,0,0,0,1,255,0,0,8,6,0
14879978,1,17,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
27671913,0,3,1,0,10,1,0,209,0,5,1,0,0,0,0,0,0,255,0,0,1,22,0
46500138,2,43,26,1,101,0,0,1,0,1,5,0,0,0,0,0,1,255,0,0,1,10,0
106070,0,21,10,0,113,0,0,9,0,1,13,0,0,0,0,0,0,255,0,0,0,5,0
1049582,0,4,130,0,0,0,0,0,0,0,0,0,0,4,0,0,0,77,0,0,0,0,0
48978833,0,1,24,0,7,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,9,0
33439877,43,79,16,3,9,2,0,2,0,0,1,1,3,7,0,4,0,236,2,0,8,8,0
55526638,0,2,0,0,46,0,0,0,0,1,0,0,0,0,0,0,1,76,0,0,2,4,0
33918856,23,76,29,1,57,2,2,3,0,2,22,2,0,0,0,1,6,255,0,0,13,11,0
10284970,25,72,33,4,41,2,3,6,0,6,8,1,0,0,0,0,7,249,0,0,11,6,0
35775238,5,16,60,0,2,3,1,0,0,0,0,0,0,1,0,2,0,125,0,0,0,0,0
23749394,10,30,8,1,2,0,0,1,0,0,0,0,1,0,0,2,4,119,0,0,8,2,0
20060920,0,3,1,0,9,1,0,198,0,4,1,0,0,0,0,0,0,255,0,0,1,19,0
14114,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,4,0
42521128,0,8,22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,1,0,0
35816020,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
33496713,168,31,0,1,0,1,36,0,0,0,0,0,1,0,0,0,1,255,0,0,40,0,0
133701,0,5,2,1,39,0,0,5,0,15,8,0,0,0,0,0,0,158,0,0,0,11,0
36648726,76,22,5,2,0,0,6,0,0,0,0,0,2,3,0,0,4,120,0,0,25,3,0
34220506,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,110,0,0,0,4,0
64977560,1,6,18,1,13,0,0,0,0,0,2,0,0,1,0,0,0,57,0,0,0,0,0
30663134,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
9563604,55,78,19,4,17,1,10,0,0,10,12,2,3,11,0,6,1,205,1,0,13,15,0
64701405,41,49,23,0,36,2,3,7,0,1,5,1,0,2,0,0,5,255,0,0,19,4,0
40723354,1,6,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0
22744062,0,2,0,0,20,0,0,0,0,0,192,0,0,0,0,0,0,84,0,0,0,6,0
23125104,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,144,0,0,0,0,0
24097607,0,6,4,2,77,0,0,6,0,0,12,0,0,0,0,0,0,255,0,0,0,13,0
29691388,0,16,255,11,0,115,0,0,0,0,0,0,1,2,1,1,0,203,0,0,1,1,0
24105430,0,1,30,0,8,0,0,3,0,1,0,0,0,1,1,0,0,178,0,0,0,4,0
40064902,1,11,26,2,42,0,0,3,0,3,8,0,0,0,1,0,0,255,0,0,0,7,0
40417895,37,31,4,12,5,11,0,4,0,0,5,0,0,4,0,89,0,255,0,0,3,11,0
29156611,1,3,91,1,0,0,0,0,0,0,0,1,0,0,0,0,1,39,0,0,0,1,0
35193970,3,33,19,8,8,1,0,3,0,0,0,0,1,19,0,1,14,255,0,0,1,19,0
41989237,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,2,4,0
46377839,112,32,4,1,1,1,7,1,0,0,0,0,1,7,0,0,20,221,0,0,47,1,0
3181080,18,28,18,0,10,0,7,1,0,0,0,1,1,3,2,0,7,130,0,0,5,2,0
28976701,0,5,36,1,11,0,0,13,0,1,0,0,0,0,0,0,0,255,0,0,0,14,0
28046056,142,11,1,0,0,0,45,0,0,0,0,0,0,0,0,0,5,255,0,0,32,0,0
23166907,104,9,0,0,0,2,7,0,0,0,0,0,0,3,0,2,0,155,0,0,37,0,0
34156761,8,7,136,0,0,8,1,0,0,0,0,0,0,0,2,0,0,187,0,0,0,1,0
19397891,1,2,6,1,55,17,0,45,0,23,1,0,0,1,0,0,0,255,0,0,2,29,0
26015443,16,22,19,0,8,2,0,0,0,0,0,0,0,3,0,0,0,103,0,0,10,0,0
34190052,31,45,149,1,2,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,17,1,0
54590088,110,11,1,1,0,0,45,0,0,0,0,0,1,0,0,0,3,224,0,0,30,0,0
16049655,1,18,10,0,219,0,0,63,0,40,9,0,0,0,0,0,0,194,0,0,0,18,0
36840461,42,64,2,1,4,4,2,0,0,0,0,0,2,2,0,0,9,139,0,0,16,4,0
1739763,0,3,223,0,0,0,0,0,0,0,0,0,1,1,0,1,0,144,0,0,2,0,0
19492084,0,2,0,0,44,0,0,0,0,0,20,0,0,0,0,0,0,118,0,0,0,3,0
9884911,49,19,17,2,0,3,7,0,0,0,0,0,1,2,0,0,9,78,0,0,14,1,0
31077591,0,0,17,0,10,2,0,8,0,0,0,0,0,0,0,0,0,110,0,0,0,2,0
10830340,0,0,0,11,0,0,0,57,0,0,1,0,0,0,0,0,0,36,0,0,0,1
7425815,114,42,4,10,2,0,39,0,0,0,0,0,0,2,0,0,15,224,2,0,35,13,0
41813147,0,19,12,0,76,0,0,5,0,1,1,0,0,0,1,0,0,255,0,0,0,8,0
28789258,0,7,0,0,14,0,0,0,0,0,255,0,0,1,0,0,0,115,0,0,0,2,0
69057591,0,2,168,0,1,0,0,1,0,0,0,0,0,0,0,0,0,154,0,0,1,2,0
27380885,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,5,0
41741043,0,1,0,2,30,0,0,1,0,0,0,0,0,0,0,0,1,70,0,0,0,4,0
24533708,0,0,0,0,33,0,0,1,0,0,0,0,0,0,0,0,0,83,0,0,0,1,0
10965324,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,2,0
63829032,0,6,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
26442631,165,14,1,0,0,0,72,0,0,0,0,0,0,3,0,0,1,237,0,0,31,0,0
28938309,253,5,0,1,0,3,26,0,0,0,0,0,1,0,0,0,0,255,0,0,11,1,0
28403348,17,10,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,34,0,0,3,0,0
37552016,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,1,0
25497200,1,2,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,1,0
31937577,13,22,9,7,7,1,0,0,0,0,0,0,7,8,0,9,0,255,0,0,4,41,0
68769879,122,7,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1,255,0,0,47,0,0
30646196,0,3,2,0,119,0,0,4,0,0,1,0,0,0,0,0,2,117,0,0,0,5,0
23162459,0,7,2,0,19,0,0,53,0,97,1,0,0,0,0,0,0,255,0,0,0,19,0
69944083,2,11,14,0,2,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,2,0
47374186,0,3,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0
31153126,53,10,0,0,0,0,53,0,0,0,0,0,1,0,0,0,1,255,0,0,32,0,0
65465753,7,26,18,0,73,0,0,5,0,4,9,0,0,0,0,0,2,255,0,0,4,7,0
52544205,10,31,31,0,46,1,0,2,0,0,0,0,0,0,1,0,0,255,0,0,1,11,0
32564122,0,7,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,1,1,0
32742525,0,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,86,0,0,1,3,0
10543774,152,20,1,1,0,0,45,0,0,0,0,0,0,4,0,0,4,255,0,0,41,1,0
41997442,106,17,40,0,6,0,30,3,0,1,0,0,0,0,0,0,2,255,0,0,40,7,0
23995866,12,9,3,1,4,0,0,0,0,0,9,0,0,2,0,0,0,165,0,0,18,10,0
33719338,38,62,26,11,25,13,2,4,0,0,23,0,0,0,9,0,5,212,0,0,10,8,0
39284438,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
43137732,28,43,36,2,36,0,3,5,0,1,13,1,1,11,2,2,4,255,1,0,8,4,0
38779257,72,12,9,1,0,0,0,0,0,0,1,0,0,4,2,0,3,109,0,0,9,1,0
39813505,87,9,0,0,0,9,67,0,0,0,0,0,0,1,0,0,0,255,1,0,32,2,0
613,10,46,3,1,11,3,0,0,0,0,0,0,5,0,0,1,35,177,0,0,35,10,0
39549967,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
40469626,1,16,20,1,36,3,0,8,0,7,27,0,0,0,1,0,0,255,0,0,1,8,0
31127217,0,4,75,0,1,0,0,2,0,0,0,0,0,0,0,0,0,90,0,0,0,5,0
40074676,7,43,15,3,103,0,0,7,0,0,2,0,0,1,0,0,3,255,0,0,1,8,0
89555822,3,20,11,0,1,1,0,1,0,0,0,0,0,0,1,0,0,29,0,0,0,1,0
72003334,0,18,3,4,0,4,0,0,0,0,0,0,0,0,0,5,2,42,0,0,0,1,0
34718747,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
67655918,1,10,8,1,1,0,0,0,0,0,0,0,0,0,0,0,3,57,0,0,4,19,0
41441136,1,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2,0
50432524,0,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,5,0
25540637,0,0,11,1,3,0,0,1,0,0,0,0,0,0,0,0,0,52,0,0,0,4,0
34049495,1,21,7,0,139,1,0,4,0,2,6,0,0,0,0,0,0,255,0,0,2,5,0
48749102,18,12,6,8,0,0,0,0,0,0,1,1,0,14,0,0,0,255,0,0,0,1,0
64434153,0,5,10,0,1,0,1,4,0,0,0,0,0,0,0,2,0,36,0,0,1,1,0
30627070,1,3,255,1,0,10,0,1,0,0,0,0,0,1,0,0,0,148,0,0,0,3,0
41239488,2,20,33,0,2,2,0,0,0,0,0,0,0,1,0,0,0,36,0,0,1,0,0
41131570,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,170,0,0,0,17,0
58113614,32,29,39,0,27,3,26,2,0,5,4,0,0,0,0,0,0,255,0,0,15,13,0
40308000,0,0,44,1,0,21,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0
29628337,3,12,255,0,0,1,0,0,0,0,0,0,0,1,1,0,0,217,0,0,0,1,0
52380748,3,3,15,0,1,1,3,5,0,0,0,0,0,0,0,0,0,30,0,0,1,4,0
38905008,133,13,1,0,0,1,52,1,0,0,0,0,2,0,0,0,1,235,0,0,23,0,0
58378411,0,15,9,0,17,2,0,9,0,6,0,0,0,0,1,1,0,150,0,0,0,8,0
47955524,52,18,2,1,0,0,6,0,0,0,0,0,8,2,4,0,5,147,0,0,18,2,0
25535241,68,35,3,1,0,2,0,0,0,0,0,0,10,3,0,0,27,255,0,0,41,18,0
18775525,0,6,2,0,0,0,5,0,0,11,0,0,0,1,129,0,0,114,0,0,0,1,0
32879463,57,13,14,0,2,1,15,0,0,1,0,0,1,0,0,0,7,206,0,0,5,2,0
28488983,59,37,1,3,0,0,1,0,0,0,0,0,8,0,1,0,20,255,0,0,56,15,0
23708904,0,2,6,0,7,0,1,3,0,0,0,0,0,0,0,0,0,81,0,0,0,3,0
43451964,11,123,35,0,59,2,0,12,0,0,13,0,0,1,0,2,3,255,0,0,10,14,0
50408444,1,13,5,0,52,0,0,10,0,4,1,0,0,9,0,0,0,243,0,0,0,6,0
24807991,0,1,124,0,0,0,0,0,0,0,0,0,9,0,0,0,0,62,0,0,10
41345073,127,18,3,1,0,0,30,0,0,0,0,0,1,4,0,0,4,197,0,0,28,1,0
41104257,100,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,127,0,0,32,0,0
51166567,143,4,1,1,0,0,40,1,0,0,0,0,1,12,1,0,4,255,0,0,25,0,0
29819975,0,2,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,77,0,0,0,12,0
5432323,0,0,0,0,1,0,0,0,0,0,116,0,0,0,0,0,0,28,0,0,0,1,0
55592068,13,4,21,0,1,6,1,2,0,0,0,1,0,0,0,0,17,29,0,0,3,1,0
49270909,0,8,22,0,14,0,0,1,0,0,0,0,0,0,0,0,0,75,0,0,0,4,0
68120586,27,4,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,46,0,0,11,0,0
30166068,4,17,3,32,0,28,0,0,0,0,1,0,3,1,0,60,0,141,0,0,0,0,0
27122967,0,0,102,9,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,1,38,0
16120134,0,43,143,0,1,0,0,0,0,0,0,0,0,0,1,0,5,32,0,0,16,4
78983340,0,21,53,1,36,0,0,9,0,0,10,0,1,0,0,0,0,255,3,0,0,10,0
