41732288,1,39,2,5,60,,,14,,1,254,,,,,,,,,,3,7
49237690,1,26,3,,234,,,5,,1,69,,,,,,1,,1,,,11
40214474,1,6,254,,,,,,,,,,,,,,,,,,3,1
47642896,34,76,27,,76,,1,10,,1,18,,,3,1,,2,,,,8,4
26926086,77,69,,,,,7,,,,,,18,10,,,254,,,,94
29812704,1,3,254,1,,,1,,,,,1,,1,,,1
52293853,26,16,11,,2,4,2,,,,,,3,4,,1,6,,,,12,6
34886866,1,7,3,,7,,,160,,7,,,,1,,,,,,,1,12
64422572,254,110,31,1,3,3,21,1,,,,1,3,17,4,6,25,,,,99,5
75707210,,,,,,6,,,,,,,,,,254
4239561,20,3,1,,,,160,,,,,,,,,,1
26982127,,12,4,3,2,,,254,,246,1,,,,,,,,,,,19
26838873,5,98,22,3,137,,,19,,7,10,,2,2,,,1,,,,,3
28956280,,5,9,,,,,,,,220,,,,,,,,,,,21
59085546,228,80,4,,1,1,58,,,,,,6,3,,,114,,,,107,33
63079207,3,36,34,,7,3,,1,,,1,,,,,,,,,,2,2
24470592,10,34,81,2,160,4,,30,,12,24,,1,,,,3,,,,9,18
26656301,3,16,254,,,3,,,,,,,,,,,,,,,2
27999724,1,5,1,2,11,,,,,,130,,,,,,,,,,,1
41461004,,9,33,,83,1,,8,,,1,1,,,,,,,,,1,7
11453392,254,7,2,1,,3,42,,,1,,,1,2,,,2,,,,33,6
64413079,1,5,254,1,,,,,,,,1,,,,,1,,,,,1
26457580,254,7,1,,,1,41,,,,,,1,3
42901931,,7,94,,,4,,,,,,,,,,,1
36374634,27,46,1,1,8,,,,,,,,6,1,,,20,,,,47,32
36566248,,,103,,,60
47574217,,12,11,,36,,,1,,,,,,,1,,,,,,,7
42027527,,9,254,1,1,1
72831438,,30,49,,3,1,,,,,,,2,1,,,,,,,,1
51608431,76,218,67,3,12,1,3,,,,1,5,1,4,,,1,,,,5,6
40531997,,4,72,,6,,,2,,,,,1,,,,,,,,,1
42844955,1,81,1,1,,8,,,,,,,1,,,9,,,,,,2
30253315,,5,1,,82,2,,,,,1,,,1,,,1,,,,1,14
35344099,,2,,,97,,,,,,,,,,,,,,,,,3
58817486,58,10,,,,,26,,,,,,2,1,1,,3,,1,,7
82897501,16,15,9,14,31,8,,11,,22,1,,7,8,,5,8,,,,12,12
32651494,35,36,13,6,4,,1,,,,,,11,7,,4,17,,,,21,7
21994580,,32,5,,10,,,33,,148,11,,,,1,,,,,,,15
23436656,2,32,254,10,,3,,,,,,,,238,,,,,,,8,1
14600444,119,95,19,3,7,1,1,,,,,,20,8,,,129,,,,104,74
25205683,,2,,,30,1,,,,,2,,,,,,,,,,1,24
36704950,16,61,4,5,28,1,,2,,,,,3,,,,28,,,,26,39
60375064,,1,121,,,1
36354121,2,47,2,,1
44271749,,29,5,2,254,,,11,,1,20,,1,,,,,,,,1,10
33452660,,9,97,,17,,,5,,,1,,,,1,,,,,,,1
68473814,,10,32,5,31,10,,1,,,1,,,,,,,,,,,4
33430123,,5,43,,8,,,48,,4,,,1,,,,,,,,,13
27667725,23,7,7,10,,,,,,,,,,,,,7,,,,5,2
69073274,2,21,21,,88,,,7,,1,4,1,1,,,,1,,,,1,14
58267631,3,4,9,9,11,,,,,,,,,,,,,,,,,59
52617506,5,43,45,2,98,2,1,7,,2,4,,2,3,2,,3,,1,,6,14
42697954,95,10,2,1,2,,23,6,,6,,,1,1,,,1,,,,36,2
69835202,,23,21,1,5,2,,,,,,,2,1,1,,,,,,1
23303608,1,1,,1,26,,,38,,27,,,,,,,,,,,,3
28078863,,,,,2,2,,,,,192,,,,,,,,,,,1
26281601,,2,1,,44,,,2,,1,,,,,,,,,,,,5
36349337,18,18,21,3,2,2,,,,,2,,1,3,,,1,,,,3,2
39732063,1,8,230,13,1,31,,1,,,,,,4,24,,7,,,,2,29
35006004,95,60,9,3,,2,,,,,,1,13,46,,,,,,,7,4
39519503,254,16,3,,,,83,1,,,,,10,5,1,,1,,,,70,3
53744714,254,40,1,1,,1,64,,,1,,,,5,2,,7,,,,70,2
49950002,22,122,33,4,152,2,12,15,,1,11,2,,9,3,1,1,,,,11,10
11493753,3,4,134,,,,,1
26914825,2,14,11,1,17,1,,204,,182,3,1,1,,,,1,,,,2,57
36286213,11,,69,12,,,1,,,,,,63,,,11,,,,,,235
77187327,,,,,58,1,,,,,2,,,,,,,,,,,1
65037233,254,5,,,,4,103,,,1,,,10,,,1,2,,,,26,2
37418695,141,127,43,4,14,1,5,5,,,5,1,,4,2,1,3,,,,18,8
27726199,,1,1,1,3,3,,,,,254,,,,,1,,,,,,2
37756,114,74,7,6,1,,2,1,,,,1,18,16,,1,48,,,,73,31
34100726,92,29,11,6,1,5,61,1,,,,2,30,4,17,,,,,,25,15
11724552,,3,167,,,6,,,,,,,,,,,,,,,,1
31540482,50,43,2,2,1,,3,,,,,,53,244,7,,30,,,,24
27040181,1,8,5,4,4,1,,,,,254,,,,,,,,,,,1
9466381,131,3,1,,,,19,,,,,,,3,,,,,,,36
28745913,49,167,59,,20,,3,4,,,,,,,,,1,,,,57,13
26551809,,5,,,2,,,,,,48,,,,,,,,,,,14
26766756,142,189,78,16,45,7,11,15,,,24,7,11,15,2,3,8,,,,53,25
69159978,254,25,1,3,,1,122,,,,,,3,3,1,2,3,,,,50,3
27798317,204,10,10,,1,1,254,1,,,,,4,2,1,,,,,,122,19
91598179,,4,17,21,3,5,,12,,,,,,,,,1,,,,,15
44131234,12,5,15,7,1,,,1,,1,,1,4,4,254,,1,,,,2,5
61300452,1,3,14,3,1,79,,2,,,,,,1,,,,,,,,1
79612352,1,17,54,,2,,,,,,,2
30070549,26,78,61,2,79,9,2,19,,1,4,,1,,,1,13,,,,5,16
45759859,24,,1,,,,188,,,,,,,2,,,1
15398010,1,5,,,38,,,1,,,99,,,,,,,,,,,4
59381436,27,32,3,1,1,1,,,,,,,3,2,,1,12,,,,12,5
26849781,32,1,,1,,,73,,,,,,,,,,1,,,,4
26524364,254,94,1,13,,,5,,,,,1,8,12,6,,,,,,28,3
55454607,182,76,2,6,3,3,8,1,,,,,19,11,1,4,24,,2,,67,8
44171821,,2,,,42,,,,,,73,,,,,,,,,,,2
56145014,,5,18,29,35,,,5,,26,7,,1,,,,,,,,,35
26829567,,,,,,,,176,,,,,,,,,,,,,1,4
26597332,,,,,5,2,,,,,254,,,,,,,,,,,1
24488620,4,12,7,7,3,13,1,3,,,18,,,,,24,,,,,,3
38604859,,4,10,1,6,1,,212,,14,1,,,1,,,,,,,,46
59778672,254,63,,,,1,49,,,,,71,7,2,3,9,,,,,9,11
29925150,12,43,212,2,13,20,,1,,,,1,3,2,,1,8,,,,3,15
86974058,,44,24,1,169,,,26,,1,38,,,,,,,,,,,14
17481849,,1,,3,76,,,,,,1,,,,,,,,,,,7
28564695,6,39,25,1,39,4,8,231,,44,2,1,2,,,,1,,,,2,36
72760646,16,55,105,1,105,,,7,,2,21,,,,1,,3,,,,22,15
91011081,,6,26,2,65,,,5,,4,,,,,,,,,,,,26
25368108,,28,2,1,254,,,1,,3,61,,,,,,1,,,,,4
53122872,1,20,84,,1,1,,,,1,1,,,,,,1,,,,2
62554861,,10,6,10,15,,,3,,,254,,,,,1,,,,,,9
29615500,8,1,,,,,202,,,,,,,,,,,,,,1
46414749,29,26,9,1,2,1,,,,,,,3,4,,1,2,,,,13,4
49207979,1,8,30,,11,2,,104,,55,2,1,,,,,1,,1,,,29
46497245,19,31,35,,4,3,,,,,,,,1,,,6,,,,2,1
34125866,9,,44,9,,,2,,,,,,,,1,2,,,,,11,85
33154422,,2,,,2,,,10,,149,,,,,1
29020754,,14,55,,,,,,,,,,18,254
47681870,,3,204,,,,,1
607524,,8,254,1,1
39259231,1,6,,,150,,,1,,,14,,,,,,,,1,,,1
3922534,2,28,104,,2,,,,,,,,,,,,,,,,2
24261234,,7,254,,,3,,,,,,,,,2
51731039,,3,,2,71,,,,,,,,,,,,,,,,,6
46601335,,7,3,1,4,2,,74,,4,1,,,,,,1,,,,1,8
19663152,,3,11,5,18,2,,4,,,2,,,,,,1,,,,2,10
54507092,,26,2,,140,,,10,,1,17,,,2,1
62661643,24,,2,,,,254,,,,,,,,1,,,,,,1
43190977,4,40,254,,17,8,,6,,,,,,,1,,1,,,,4,12
29999341,5,64,19,,,,,2,,,,,,8
27578413,6,20,34,10,12,7,2,6,,3,1,,,,,3,2,,,,7,77
35254251,,4,254,,,,,,,,,,,,5
38267561,,8,73,1,3,2,,1,,,1,,,,,,,,,,,1
47341907,174,49,12,4,3,3,24,2,,,,,8,9,,2,21,,,,82,22
44020938,,,57,10,,56,,1,,,,,,1,,,2
37925460,39,52,38,2,12,3,1,5,,,,,,1,1,2,,,,,12,8
56742336,58,146,82,4,118,3,8,15,,2,32,3,,8,,5,3,,,,25,17
51299573,6,3,,,,,46,,,,,,,,,,1,,,,4
7969748,,,,,17,1,,57,,214,1,,1,,,,,,,,,4
33041433,5,22,57,,1,3,,1,,,,,,,,,2,,,,3,2
62351804,2,10,254,,1,,,,,,,,,1,5,,,,,,1
35634642,58,16,5,3,,3,,,,,,,18,2,,,28,,,,12,19
29311683,,2,1,,55,1,,,,,,,,,,,,,,,,3
36725415,,1,,2,34,6,,,,,,,,,,,,,,,,11
29086155,10,43,,,,14,,,,,,,,,,6,,,,,,20
44785863,,4,21,,6,,,11,,,,,,,,,,,,,,52
8564,58,151,1,53,4,2,,,,,2,2,5,3,,,19,,,,21,208
33757960,1,16,104,,3,,,,,,,,,,1,,,,,,2,2
33205817,25,1,,,,,22,,,,,,1,,8,,,,,,2
33966660,1,4,5,3,2,3,,2,,,,,,6,,,1,,,,1,50
35213156,24,5,45,2,,24,39,3,,2,1,,,,,4,10,,,,10,89
52294652,254,19,1,,,2,83,,,,,,7,6,,,9,,,,41,7
51798253,,7,1,1,2,1,,83,,5,,,,,,,,,,,,7
50380266,254,25,,,,,67,,,,,,,6,1,,5,,,,92
27156391,,2,,,2,,,160,,,2,,,1,,,,,,,,8
44001754,,22,254,,1,1,,,,,,,,,4,,,,,,,1
76140161,254,27,,,,2,154,,,,,,,3,,,1,,,,54
35579396,19,13,,1,,2,5,,,,,1,254,2,,1
34566204,,3,50,,2,,,2,,,,,,,,,2,,2,,,1
35279783,38,8,,,,,87,,,,,,,1,,,8,,,,4,1
46553300,254,15,2,1,,3,58,,,,,,3,2,,,1,,,,47,10
47537711,254,50,2,1,,,22,,,,,,2,5,,1,,,,,21,3
27539962,12,37,57,20,,5,1,2,,,1,,2,,,31,1,,,,14,43
36292866,1,1,117,,,2,,,,,,,,,,,1,,,,,9
26091626,85,,,,,4,254,,,,,,,,,,,,,,19
40440572,,,29,2,,49
39992949,,7,95,30,1,18,,6,,1,1,,,,,,5,,,,3,23
67709671,,,1,1,92,,,,,,,,,,,,,,,,,3
43503212,131,155,81,3,44,5,13,4,,,7,,5,5,2,,10,,,,31,29
26685060,,14,41,,94,1,,2,,7,10,,,5,,,2,,,,1,7
35855598,,2,7,1,4,,,1,,,254,,,,,1,,,,,,4
38422968,,1,,,3,,,,,,254,,,,,,,,,,,1
44615263,254,18,10,2,,,5,,,,,,,1,,9,,,,,7,1
35655194,,1,,19,1,,,199,,1,,,,,,,,,,,1,14
67473171,,2,4,2,43,1,,,,,1,,,,,,,,,,1,5
46298158,5,,193,,,31
32916525,1,5,,4,47,,,,,,254,,,,,,,,,,,3
14055047,9,,97,,2,1,,,,,1,,,9,,,7,,,,1,254
55476727,,3,,,118,,,,,,,,,,,,,,,,1,3
68557041,,18,17,3,24,1,,,,,,1,,3,1,,,,,,1,7
26937382,,10,3,6,254,,,44,,,46,,,,1,1,,,,,,27
37525363,3,14,131,,13,3,3,9,,1,,,,2,,1,1,,,,2,7
55254702,1,9,7,7,20,1,,4,,,,,,1,,,1,,,,5,17
89655598,,,111,,,,,,,,,,,,1
26824676,254,26,,4,,2,24,,,,,,,1,,,,,,,41
28446783,,33,,254,,17,,,,,,,7,,,,,,,,,8
85025151,2,18,23,1,12,2,1,,,,,,1,2,,,,,,,,1
70748810,,,50,,,49
33039987,1,11,36,,36,1,,4,,2,1,,,,,,,,,,,2
45654103,,2,254,,,,,,,,,2,,,,,,,2,,1,2
29385833,254,35,,3,,4,29,,,,,,3,3,,,4,,,,47,4
45674455,1,6,230,1,,22,,,,,,,,2,,,,,,,,1
13240139,,4,,,74,,,,,1,,,,,,,,,,,,6
35562706,68,50,2,3,3,,,1,,1,,,24,11,1,,78,,,,45,13
50003636,2,9,3,,10,,1,174,,14,,2,,1,,1,,,,,,10
55207009,246,19,4,,,3,88,,,,,,,3,1,,,,,,54,2
55177566,,77,1,,65,,,,,2,,1,,,,,,,,,,6
93651295,8,51,13,,,,,,,,,,1,,,,1,,,,2
24461738,,4,1,1,26,,,,,,,1,,,,,1,,,,,23
46260384,1,48,22,,162,,,13,,5,8,,,1,,,1,,,,,7
50475032,,2,,1,42,,,,,1,,,,,,,,,,,,5
30355701,,2,3,,2,,,56,,47,,,,,,,,,,,,17
53937626,21,113,47,3,181,,,11,,4,20,1,1,1,,,2,,,,4,16
37400454,3,2,99,,1,1,,5,,,1,,,3,1,,1,,1,,6,7
62470591,3,21,70,1,46,,,8,,3,2,,,,,,,,,,,5
26939184,9,,,,,1,254,,,,,,,3,,1
32541596,36,254,19,,5,4,3,1,,1,,1,2,6,1,2,2,,1,,10,11
81829485,,14,3,,10,2,,214,,33,1,,,,,,,,,,,15
38940366,17,,,,,1,254,,,,,,10,,,6,,,,,1
35269432,52,89,117,6,24,7,,,,,1,1,7,33,2,1,1,,,,5,44
30653307,254,,,18,,,26,,,,,,27,,,,,,,,,8
50763784,14,54,3,1,2,,2,1,,,,,4,,,1,1,,,,4,5
46864625,,,118,11,,80,,,,,,,,,,,,,,,,2
32635229,254,,,,,,,,,,,,9
19211525,31,254,4,2,1,2,2,,,,,,1,4,1,9,1,,,,5,11
26663763,,7,4,,14,,,135,,52,2,,,2,2,,,,,,,24
27194461,3,,,,,,254,,,,,,,,,,,,,,1
35275754,1,3,2,1,8,,,84,,254,4,,,,,,,,,,,7
42252140,,1,,,,,,,,,,,,28,,254
24414808,1,2,,,43,,,,,,1,,,,,,,,,,,5
34173460,,2,,,4,1,,,,2,193,,,1,,1,,,,,1,4
61912858,,18,26,14,63,1,,3,,,1,,1,,,,3,,,,,16
54758306,,2,103,,1,1,,,,,,,,,,,,,,,1,2
29985450,1,13,15,1,4,3,,1,,,,,,,,,2,,,,2,9
41620590,52,254,2,21,,,,,,,,1,,,,,,,,,,31
72063579,61,45,89,6,3,18,1,5,,,,,7,6,,4,18,,,,28,39
35257924,254,28,1,,1,,101,,,,,,1,2,,1,,,,,84
28475465,38,254,9,,,8,1,1,,,,,1,,1,3,1,,,,9,2
16693618,,,,,56,,,1,,,1,,,,,1,1,,,,,6
79406276,18,33,26,,9,5,,2,,,,,,1,,,3,,,,2,2
34058410,2,94,18,,254,,1,6,,16,1,,,,2,,1,,,,4,31
28317474,,,,,25,,,,,,151,,,,,,1,,,,1,4
59970675,1,11,44,1,27,,,24,,2,2,,,,1,,,,,,,32
26239876,,7,2,4,2,,1,84,,33,3,,,,,,,,,,1,17
71758584,,144,3,1,76,,,,,,90,,4,,,,8,,,,,19
48826942,209,,,,,,,,,,,,,2
51613576,,2,73,5,9,15,,1,,,,,3,,,1,,,,,,4
74299693,,5,,,110,,,,,,,,,,,,1,,,,,2
40312139,1,1,254,,,9,,,,,,,,,16
81556531,3,33,47,4,31,2,,3,,1,,,,1,,3,6,,,,4,10
44801852,229,18,,,,,19,,,,,,1,1,1,2,12,,,,66
73763044,1,4,,1,254,,,1,,,,,,,,,,,,,,3
49874110,254,24,2,5,,1,21,,,,,2,5,7,,,11,,,,34
43426041,1,,9,,2,,,11,,254,4,,,,,,,,,,,14
23573705,,4,,,7,,,,,,254
21807361,,2,,,26,4,,,,,6,,,,,,,,,,,13
32469857,28,26,14,10,,2,3,,,,1,4,42,5,,10,,,10,,3,4
47247833,254,23,3,,,1,32,,,,,,,2,1,,3,,,,72
63978048,,2,,1,44,,,,,,,,,,,,,,,,1,3
47530834,10,17,1,,,,,,,,,,,,,,94,,,,42,38
25483981,,8,,,127,,,16,,10,5,,,,,,,,,,1,11
50867913,42,2,,50,,,,,,,,,2,2,,,1,,,,17,4
33663897,,,,,4,,,,,,221
89606549,8,3,24,2,2,1,2,3,,,,,,1,,2,,,2,,4,1
30907786,1,1,,,58,1,,,,,1,,,,,,,,1,,,5
27914455,,4,1,2,57,,,2,,1,2,,,,,,,,,,,5
70581885,,5,1,2,74,,,,,,1,,,,,,,,,,,4
36300261,66,,,,,,143,,,,,,2,9,,,,,,,27,1
39258692,1,9,12,3,22,2,,5,,,2,,,,,,,,,,1,7
32580378,55,9,1,2,,2,1,,,,,,2,,,,5,,,,7,1
30321428,200,8,,1,,5,95,,,,,,,,,,1,,,,45
